ANO_EMISSAO;MES_MISSAO;UF;MUNICIPIO;TIPO;STATUS;ABRANGENCIA;ESPECIE_ARMA;MARCA_ARMA;CALIBRE_ARMA;SEXO;TOTAL
2024;01;SC;SÃO JOSÉ                           ;Defesa Pessoal         ;Ativo - Válido;Estadual  ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;M;1
2024;01;SP;AMERICANA                          ;Funcional              ;Ativo - Válido;Estadual  ;                                                  ;                                                                      ;                                                  ;M;1
2024;01;SP;AMPARO                             ;Funcional              ;Ativo - Válido;Estadual  ;                                                  ;                                                                      ;                                                  ;M;1
2024;01;SP;ARARAS                             ;Defesa Pessoal         ;Ativo - Válido;Estadual  ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;M;1
2024;01;SP;ARTUR NOGUEIRA                     ;Funcional              ;Ativo - Válido;Estadual  ;                                                  ;                                                                      ;                                                  ;M;1
2024;01;SP;ATIBAIA                            ;Funcional              ;Ativo - Válido;Estadual  ;                                                  ;                                                                      ;                                                  ;M;1
2024;01;SP;ATIBAIA                            ;Funcional              ;Cancelado     ;Estadual  ;                                                  ;                                                                      ;                                                  ;M;1
2024;01;SP;BARUERI                            ;Funcional              ;Ativo - Válido;Estadual  ;                                                  ;                                                                      ;                                                  ;M;9
2024;01;SP;BARUERI                            ;Funcional              ;Cancelado     ;Estadual  ;                                                  ;                                                                      ;                                                  ;M;8
2024;01;SP;BIRIGUI                            ;Defesa Pessoal         ;Ativo - Válido;Estadual  ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;M;1
2024;01;SP;BOITUVA                            ;Funcional              ;Ativo - Válido;Estadual  ;                                                  ;                                                                      ;                                                  ;M;1
2024;01;SP;BOITUVA                            ;Funcional              ;Cancelado     ;Estadual  ;                                                  ;                                                                      ;                                                  ;M;1
